0-0019|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|4708096|4940602
0-0020|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|4960512|5265978
0-0021|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|5273600|5399354
0-0022|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|5418496|5728314
0-0023|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|5747968|6033210
0-0024|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|6058752|6278202
0-0025|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|6297600|6578490
0-0026|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|6605312|6859834
0-0027|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|6880512|7109690
0-0028|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|7129856|7433274
0-0029|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|7452160|7605562
0-0030|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|7625472|7924538
0-0031|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|7929088|8193338
0-0032|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|8204544|8389946
0-0033|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|8412928|8543034
0-0034|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|8565504|8753466
0-0035|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|8772608|9011514
0-0036|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|9030656|9215290
0-0037|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|9224448|9425978
0-0038|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|9445632|9707578
0-0039|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|9726720|10021946
0-0040|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|10041344|10162746
0-0041|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|10184192|10500666
0-0042|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|10520064|10804282
0-0043|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|10817536|10993978
0-0044|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|11012608|11284538
0-0045|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|11302144|11519290
0-0046|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|11527936|11762490
0-0047|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|11781120|12002106
0-0048|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|12013056|12230202
0-0049|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|12252416|12503610
0-0050|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\001-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|12511488|12807226
1-0001|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\002-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|23552|285754
1-0002|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\002-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|297472|565562
1-0003|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\002-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|571904|838202
1-0004|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\002-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|846336|1059642
1-0005|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\002-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|1071872|1331258
1-0006|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\002-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|1339904|1502522
1-0007|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\002-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|1517824|1684538
1-0008|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\002-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|1694208|1971258
1-0009|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\002-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|1988608|2139962
1-0010|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\002-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|2152192|2381114
1-0011|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\002-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|2391296|2611514
2-0001|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|23808|294202
2-0002|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|305920|616250
2-0003|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|636928|932154
2-0004|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|943616|1244730
2-0005|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|1264128|1420858
2-0006|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|1436672|1623354
2-0007|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|1629952|1788730
2-0008|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|1809408|2033722
2-0009|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|2043904|2328378
2-0010|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|2344704|2662714
2-0011|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|2680064|2990650
2-0012|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|3015936|3181626
2-0013|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|3193344|3394106
2-0014|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|3404544|3565626
2-0015|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|3573504|3828794
2-0016|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|3846656|3924538
2-0017|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|3943168|4245818
2-0018|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|4268800|4578874
2-0019|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|4600576|4683834
2-0020|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|4706560|4998458
2-0021|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|5013760|5167674
2-0022|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|5194240|5369914
2-0023|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|5385984|5579834
2-0024|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|5600256|5829690
2-0025|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|5848320|6001978
2-0026|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|6015488|6286650
2-0027|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|6302464|6510906
2-0028|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|6521088|6834746
2-0029|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|6857728|7083834
2-0030|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|7096064|7257146
2-0031|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|7264512|7556922
2-0032|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|7576832|7888954
2-0033|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|7910144|8121914
2-0034|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|8132608|8298810
2-0035|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|8316928|8554042
2-0036|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|8567808|8708666
2-0037|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|8721152|8970042
2-0038|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|8983040|9217594
2-0039|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|9234688|9560890
2-0040|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|9583616|9701178
2-0041|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|9710848|9928506
2-0042|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|9942528|10246202
2-0043|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|10265600|10593850
2-0044|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|10600448|10887482
2-0045|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|10905088|11046970
2-0046|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|11065088|11274554
2-0047|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|11294720|11624762
2-0048|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|11645184|11943482
2-0049|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|11959808|12083258
2-0050|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|12092416|12332602
2-0051|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\003-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|12351488|12543034
3-0001|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\004-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|23552|286010
3-0002|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\004-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|300544|493882
3-0003|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\004-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|502784|799802
3-0004|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\004-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|819456|1030970
3-0005|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\004-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|1048832|1285434
3-0006|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\004-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|1303296|1516602
3-0007|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\004-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|1534208|1826618
3-0008|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\004-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|1837312|2030138
3-0009|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\004-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|2040832|2222394
3-0010|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\004-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|2242048|2556986
3-0011|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\004-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|2582272|2847802
3-0012|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\004-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|2865920|2993210
3-0013|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\004-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|3012096|3230778
3-0014|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\004-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|3238400|3562042
3-0015|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\004-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|3583488|3816506
3-0016|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\004-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|3834368|4141114
3-0017|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\004-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|4155392|4479290
3-0018|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\004-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|4498944|4671034
3-0019|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\004-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|4679680|4976186
3-0020|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\004-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|4986880|5293626
4-0001|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|24064|144954
4-0002|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|174080|432698
4-0003|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|447488|698682
4-0004|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|717568|1039674
4-0005|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|1060352|1387578
4-0006|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|1396736|1493562
4-0007|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|1501440|1733946
4-0008|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|1740288|1918522
4-0009|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|1939712|2243898
4-0010|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|2255360|2494010
4-0011|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|2505472|2828858
4-0012|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|2833152|3026234
4-0013|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|3038720|3338810
4-0014|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|3347456|3603770
4-0015|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|3611648|3855930
4-0016|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|3876864|4041786
4-0017|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|4051456|4213050
4-0018|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|4225280|4427066
4-0019|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|4446208|4727354
4-0020|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|4736512|5045562
4-0021|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|5064192|5313082
4-0022|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|5324544|5609018
4-0023|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|5621504|5852730
4-0024|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|5857792|6035770
4-0025|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|6055680|6322490
4-0026|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|6339328|6659898
4-0027|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|6675712|6821434
4-0028|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|6830848|7083066
4-0029|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|7090176|7277114
4-0030|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|7296768|7539514
4-0031|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|7549952|7686714
4-0032|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|7708416|7971386
4-0033|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|7981312|8309306
4-0034|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|8327168|8560698
4-0035|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|8580608|8864058
4-0036|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|8887040|9196602
4-0037|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|9218048|9346362
4-0038|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|9362176|9636666
4-0039|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|9657088|9961530
4-0040|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|9967616|10259514
4-0041|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|10279424|10602554
4-0042|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|10616320|10764346
4-0043|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|10772736|11078458
4-0044|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|11092480|11198010
4-0045|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|11212800|11495226
4-0046|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|11514624|11670330
4-0047|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|11689472|11979066
4-0048|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|11995392|12288570
4-0049|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\005-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|12296704|12588858
5-0001|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\006-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|24064|321850
5-0002|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\006-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|339200|458810
5-0003|C:\Users\LENOVO_User\kabooks\Favio Arciniegas\006-don-quijote-de-la-mancha-f-arciniegas-saga-egmont.wav|467712|707898
