6-0014|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|2993920|3266874
6-0015|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|3302400|3502138
6-0016|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|3522048|3776058
6-0017|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|3785984|4117306
6-0018|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|4139264|4280122
6-0019|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|4292352|4516154
6-0020|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|4547328|4779322
6-0021|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|4789760|4930618
6-0022|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|4951040|5203770
6-0023|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|5223936|5398330
6-0024|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|5416192|5603130
6-0025|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|5622272|5940538
6-0026|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|5960192|6095674
6-0027|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|6116096|6404666
6-0028|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|6417664|6703418
6-0029|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|6726656|6960186
6-0030|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|6983168|7251002
6-0031|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|7260160|7371066
6-0032|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|7388928|7675450
6-0033|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|7698688|7933754
6-0034|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|7944448|8253754
6-0035|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|8271872|8574522
6-0036|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|8585984|8761658
6-0037|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|8781568|8937786
6-0038|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|8965376|9228346
6-0039|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|9238784|9389626
6-0040|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|9408768|9606458
6-0041|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|9618688|9882170
6-0042|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|9901056|10153018
6-0043|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|10168832|10378298
6-0044|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|10409728|10577210
6-0045|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|10595840|10907194
6-0046|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|10917376|11120442
6-0047|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|11140608|11332154
6-0048|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|11342592|11602490
6-0049|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|11620096|11744314
6-0050|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|11772672|12097338
6-0051|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|12114944|12391994
6-0052|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|12403712|12618042
6-0053|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|12637440|12856890
6-0054|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|12869376|13086522
6-0055|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|13108480|13319226
6-0056|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|13327872|13512506
6-0057|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|13544960|13723194
6-0058|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|13733120|13972026
6-0059|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|13994496|14307898
6-0060|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|14318592|14505786
6-0061|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|14517760|14685498
6-0062|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|14715904|15004730
6-0063|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|15013376|15060026
6-0064|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|15081216|15408442
6-0065|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|15425536|15477050
6-0066|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|15485184|15780922
6-0067|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|15800576|16031802
6-0068|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|16047360|16295482
6-0069|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|16310272|16632890
6-0070|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|16663552|16938810
6-0071|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|16957696|17236026
6-0072|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|17248512|17386042
6-0073|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|17404672|17636154
6-0074|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|17648128|17949242
6-0075|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002 El violento siglo americano.wav|17980160|18043706
7-0001|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_dedicatoria_MasAllaDelOrden.wav|11264|297530
8-0001|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_dedicat_saludACienciaCierta.wav|19200|291898
9-0001|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|9216|151610
9-0002|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|191232|391482
9-0003|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|421120|598330
9-0004|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|622080|870970
9-0005|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|892928|1034554
9-0006|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|1069312|1368378
9-0007|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|1392896|1706810
9-0008|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|1736960|2016570
9-0009|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|2045184|2337082
9-0010|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|2360576|2663226
9-0011|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|2683904|3018042
9-0012|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|3050752|3227194
9-0013|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|3255040|3485498
9-0014|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|3517440|3756090
9-0015|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|3773440|4084282
9-0016|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|4114688|4330554
9-0017|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|4349696|4536634
9-0018|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|4563456|4809274
9-0019|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|4828672|5013050
9-0020|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|5043712|5282618
9-0021|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|5301504|5528122
9-0022|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|5562112|5791546
9-0023|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|5809664|6093626
9-0024|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|6110720|6336570
9-0025|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|6353920|6488378
9-0026|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|6519808|6791482
9-0027|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|6800384|7018810
9-0028|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|7037696|7267130
9-0029|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|7285760|7495482
9-0030|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|7523840|7846202
9-0031|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|7866368|8107322
9-0032|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|8137728|8455482
9-0033|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|8473856|8641082
9-0034|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|8675584|8821306
9-0035|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|8842496|9106490
9-0036|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|9126400|9298746
9-0037|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|9316096|9619770
9-0038|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|9632000|9792826
9-0039|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|9822464|10149690
9-0040|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|10168064|10411578
9-0041|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|10444032|10695738
9-0042|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_prologo_QueComes.wav|10724608|10981178
10-0001|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Santiago_Posteguillo_La_noche_en_que_Frankenstein_ley_el_Quijote.wav|13056|112186
11-0001|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|14336|77626
11-0002|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|125696|444986
11-0003|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|461824|601146
11-0004|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|622592|881722
11-0005|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|910080|1039674
11-0006|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|1060608|1326138
11-0007|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|1351936|1527098
11-0008|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|1539072|1693754
11-0009|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|1711104|1974074
11-0010|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|1991680|2156090
11-0011|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|2185984|2335290
11-0012|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|2361344|2683194
11-0013|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|2711040|2913850
11-0014|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|2934528|3135802
11-0015|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|3157248|3448378
11-0016|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|3468288|3688762
11-0017|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|3705088|3903290
11-0018|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|3922944|4229178
11-0019|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|4244992|4452666
11-0020|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|4468736|4752954
11-0021|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|4763648|5028154
11-0022|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|5076736|5205306
11-0023|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|5235456|5569082
11-0024|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|5587200|5802042
11-0025|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|5825280|6145594
11-0026|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|6161920|6198842
11-0027|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|6227456|6503994
11-0028|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|6521856|6831162
11-0029|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|6841344|7114042
11-0030|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|7129088|7330874
11-0031|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|7364608|7655994
11-0032|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|7670528|7983930
11-0033|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|8007168|8130874
11-0034|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|8144896|8372538
11-0035|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|8393728|8522042
11-0036|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|8536832|8752954
11-0037|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|8775168|8939834
11-0038|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|8986624|9312314
11-0039|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|9323264|9582650
11-0040|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|9601536|9694266
11-0041|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|9725952|10020666
11-0042|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|10032384|10280250
11-0043|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|10296832|10544442
11-0044|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|10564608|10876474
11-0045|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|10882816|11039034
11-0046|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|11057920|11338042
11-0047|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|11368192|11596602
11-0048|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|11619328|11953978
11-0049|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|11973888|12229690
11-0050|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|12256768|12460090
11-0051|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|12476416|12747834
11-0052|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|12766720|12947002
11-0053|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|12960512|13248058
11-0054|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|13296896|13486650
11-0055|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|13504512|13677114
11-0056|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|13697792|13924410
11-0057|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|13944320|14207546
11-0058|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|14228480|14367546
11-0059|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|14399232|14622010
11-0060|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|14637312|14877754
11-0061|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|14888960|15108154
11-0062|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|15139328|15368762
11-0063|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|15396096|15721018
11-0064|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|15733248|15966778
11-0065|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|15986432|16195642
11-0066|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|16214784|16379450
11-0067|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|16416256|16684858
11-0068|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|16699648|16891450
11-0069|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|16912640|17240890
11-0070|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|17283584|17502522
11-0071|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|17517056|17761338
11-0072|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|17775360|17931322
11-0073|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|17946880|18142522
11-0074|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|18156544|18490682
11-0075|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|18503680|18524218
11-0076|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|18548224|18851386
11-0077|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|18866176|19196474
11-0078|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|19225344|19298874
11-0079|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|19311616|19614522
11-0080|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|19645184|19878458
11-0081|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|19888896|20140090
11-0082|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|20156416|20370490
11-0083|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|20380928|20670266
11-0084|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|20686336|20960826
11-0085|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|20978176|21245498
11-0086|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|21260288|21507898
11-0087|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|21535488|21748026
11-0088|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|21765888|22100538
11-0089|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|22122496|22439226
11-0090|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|22458880|22561850
11-0091|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|22579456|22881850
11-0092|C:\Users\LENOVO_User\kabooks\Javier_Ruiz\002_Viktor_E_Frankl_En_el_principio_era_el_sentido.wav|22897408|23214394
